Comment,Compound,Positive,Neutral,Negative
"Did a truly uplifting, entertaining episode of @JHillUnbothered w/ @TheEricaAsh. Come for her testimony about surviving breast cancer TWICE. Stay for the story about how she almost gave an @Airbnb owner those Decatur hands! Download/subscribe FOR FREE —&gt; https://open.spotify.com/episode/0YqbKneDD0wphElsP7vv5o?si=o6NmldxuTTudkKgxkb_W9Q",0.7861,0.248,0.664,0.088
getting kicked out of our airbnb bc the owners are scared of corona sir i was throwing up bc im an alcoholic i aint sick ,-0.0511,0.102,0.789,0.109
"The Olympics are coming to Paris in 2024, with Airbnb as an official sponsor. Communist deputy mayor Ian Brossat told us why development projects for the Games mustn’t drive out working-class people — and how city hall is fighting to defend social housing. ",-0.3612,0.0,0.943,0.057
"Just canceled my accommodation in Chicago, under the umbrella of @Airbnb’s extended refund for extenuating circumstances policy. Got a full refund. A great response to clients at a time of great stress. Thanks!",0.8622,0.283,0.647,0.07
Thinking abt when I told my moms distant relative in Boise about the nazi airbnb I was supposed to stay in and he said “why would you EVER go into that part of town???? That’s where all the nazis live!!!!” Like I was just supposed to knOW ABOUT THE NAZI SECTOR OF BOISE??!??!,0.6836,0.086,0.914,0.0
Update: Still in AZ. Family that planned to come visit has cancelled their trips. My mother and I are deciding whether or not to stay here where the cases are still super low and as long as we can’t get our AirBnB money back. Will do my best to do live chats and streams all week!,0.7424,0.132,0.803,0.065
Day 3 without sports: My AirBNB host in Milwaukee is pretty nice. Had food waiting for me when I arrived and everything. I think she likes me too . Definitely a potential 5 rating. Will send updates!,0.8955,0.304,0.696,0.0
"This is small stuff, but it’s sucky to be in quarantine mode in an Airbnb without one’s cast iron skillet. Like...in all survivalist situations in my brain, I have my cast iron skillet ready for action.",-0.1531,0.081,0.823,0.096
"Well, I’ve managed to get most of my train fare for Stoker Con refunded, and I’ve cancelled my Airbnb. Only entitled to half my money through them, but I’ve messaged the host, so fingers crossed. Gutted I won’t get to meet you all, maybe some other time.",0.1531,0.065,0.903,0.032
This $200 a night Airbnb just paid for its self JACKPOT BABY!! It's like a Hand Pay ,0.7081,0.319,0.61,0.071
#Starttofinish The sketch was done in a lovely 13th century Airbnb house in Estonia. Which turns into my inspiration. = ) ,0.802,0.31,0.69,0.0
I'll admit it. I engineered the virus as part of a long plan to dissuade the large groups of partying youngsters from gathering in the airbnb next door. Apologies for the inconvenience to everybody else.,0.2263,0.119,0.813,0.068
"Harry & Meghan with Archie, must be at home enjoying the weekend with their feet up high. No royalty stress, switched off noise from haters & British media,no Frogmore Cottage-Airbnb, at least for some months. Talk to the hand, sis. Guys, have a wonderful weekend as well. ",0.6369,0.215,0.642,0.142
"We are disappointed we had to cancel our Kentucky vacation for 2 weeks from now. But we can't be happier with how easy it was to be refunded for our @Airbnb stay &amp; @KYHorseCountry tours. Hope we can get to @claibornefarm, @AdenaSprings, @TaylorMadeSales &amp; @Gainesway soon!!!",0.5207,0.154,0.717,0.129
The coronavirus crisis has exposed a crucial weakness in Airbnb's business model and it's likely to haunt the $31 billion company's IPO plans ,-0.872,0.0,0.623,0.377
"“After taking the fight to Airbnb for years as mayor, incumbent Anne Hidalgo has pledged to hold a referendum in every Paris arrondissement (district) over Airbnb” @emfarrelly https://www.france24.com/en/20200313-paris-mayor-s-race-takes-a-run-at-airbnb-style-rentals.",-0.3818,0.0,0.909,0.091
"If anyone is still under the impression that #Airbnb is just struggling families trying to make do in their own home, this website shows the true picture. Remember that very few #Edinburgh STL properties have planning permission, or would be granted it. https://psirens.github.io/airbnb-edb/",0.4404,0.138,0.804,0.058
Airbnb Will Now Allow Travelers to Cancel Their Reservations in the US Free of Charge http://bit.ly/2IKqwu5,0.4939,0.257,0.644,0.099
"Image if all people with the impostor syndrome gave up because ""they are not good enough"". We would NOT have: - Stack Overflow - Google - Facebook - Amazon - AirBnb - Twitter - DEV - LinkedIn - Udemy - etc. Don't get defeated by the impostor syndrome. ",0.2139,0.102,0.84,0.058
Some companies have been great about the #CoronaVirus crisis - past 24 hours have received emails from @TripAdvisor @Thalys_EN @AirBnB and even @Ryanair but nothing from @BookingCom!?! Have several bookings and no info on app (from what I can see) - why not!?,-0.6169,0.055,0.802,0.143
Airbnb launches $1 million fund to find and finance world’s most unique home ideas: https://worldarchitecture.org/architecture-news/eenhp/airbnb-launches-1-million-fund-to-find-and-finance-world-s-most-unique-home-ideas.html #architecture pic.twitter.com/qXndCAau4r,0.0,0.0,1.0,0.0
"Do you hear that sound? That is the sound of NZ's tourism industry taking a bath. The sound of 10,000 AirBnB's becoming insolvent. The sound of NZ getting ready to vote her out for economic mismanagement.",0.3612,0.068,0.932,0.0
"Our Airbnb host told us at checkout that we were his last guests booked. Period. All his future bookings? Cancelled. Not entirely a surprise, but his bleak sense of hope for the future really made me want to give him a hug.",0.833,0.206,0.731,0.063
This is now available to guests who book Airbnb’s in the US. ,0.0,0.0,1.0,0.0
"Activate Airbnb for platform of donated rooms for self-quarantine-as-a-service powered by network of volunteers delivering food, goods and meds esp for vulnerable elderly. cc @bchesky",-0.2263,0.0,0.927,0.073
"Shot to @FlyAirNZ for letting us cancel flights. Even our AirBnB in Tokyo gave us a full refund, lovely people, we will stay with them when we reschedule.",0.4215,0.123,0.812,0.065
"Miami roundtrip is $97, an Airbnb a night is $50-80. If anyone seriously wants to go w me lmk ",-0.1779,0.0,0.904,0.096
"so me and lin will have to self isolate when she is here. meaning we won’t be able to leave the airbnb at all. oh no , what ever will we do to pass the time ..... ",-0.4939,0.0,0.864,0.136
"I cannot not share how beautiful my evening was. Sharing plant-based tapas and dessert at one of my favorite restaurants overlooking the sea, kisses under the stars by the waves, and now I walk into my Airbnb and two random cats follow me inside to cuddle and hang out. Blessed.",0.8888,0.245,0.702,0.053
Trip to France in a couple weeks is cancelled . Thanks to @Delta @Airbnb @MarriottBonvoy and the adorable hotel in the Luberon we were going to visit for being easy to work with and providing full refunds. ,0.7906,0.214,0.738,0.048
"I’m not laughing...I just canceled an @Airbnb reservation and got charged $1200?! I know this is not the world we are living in, LORT!!!!",-0.453,0.0,0.881,0.119
Some people saw us twerking thru our Airbnb window and invited us to their party ,0.4019,0.162,0.838,0.0
"Friends, looking for a spot to self-isolate in or near Christchurch, New Zealand, from 21 March for 2 weeks. Happy to pay rent or housesit pets and plants. Non-smoker, quite respectable ratings on AirBnB! No symptoms besides homesicknes &amp; no known exposure to the c-word.",0.7569,0.194,0.697,0.109
"In Canada, it looks like the end of illegal Airbnb's Etc., in condos as a court rules they're the functional equivalent of a hotel stay. #airbnb #illegalhotel #canada #homeaway #vrbo #alberta #edmonton",-0.2732,0.073,0.821,0.106
Agree! We should start a law suit. Airbnb cancelled $20K in bookings just today for free. I’m left with $13k in mortgage and expenses.,0.6239,0.217,0.712,0.071
I’ve had 2 full months of cancellations on all 4 of my units. Zero insulation for hosts. You’re hurting me so bad. I have a strict cancellation policy. Why not split the hurt between the guest and myself. Not put it all on my shoulders. I’ve been a superhost for 4 years. HELP ME,-0.0731,0.11,0.776,0.115
I went to the Walmart here in Dallas for some stuff for our airbnb and it’s a fucking WARZONE,0.0,0.0,1.0,0.0
It occurred to a friend that AirBnB has a database of vacant and furnished apartments with remote access options we could use to isolate and comfort the ill,0.2732,0.176,0.681,0.142
This is terrible Airbnb is still making a profit on this guys they are still keeping the fees and hurting the host community lists of people depend on the money to pay bills that why there is a cancellation policy and people should buy insurance why should host be an insurance,-0.5106,0.053,0.817,0.131
just opened the pit in our airbnb of six people,0.0,0.0,1.0,0.0
airbnb coronavirus guests devon was a great host,0.6249,0.406,0.594,0.0
I just heard my AirBnB host cough in the other room ,0.0,0.0,1.0,0.0
"Canceled so far: a teaching gig in two weeks, theater production I was consulting on, several performances of my work, I'm guessing a residency I'm doing in May, at least 3 of the stays in my Airbnb. Delayed: biggest contract of my career so far. ",-0.2263,0.0,0.955,0.045
I wouldn't use AirBNB if someone else paid for it. Too many jobs are lost because of it. There is no reasonable excuse for this. ,-0.4939,0.049,0.784,0.168
anyone else facing eviction who wanna live in an oakland airbnb?? ,-0.5204,0.0,0.749,0.251
" Maritime Suite, Penang Booked on airbnb. Super spacious with seaview. Worth every sen!! ",0.7494,0.367,0.633,0.0
"Good morning everybody the wifi at the Airbnb is down so I haven’t had internet for a bit. but somehow I shot past 1400 followers while I was away, thank you all for following and supporting my art! ",0.8534,0.232,0.768,0.0
I really need Mmt to make a post about ateez cause our last Airbnb payment is due the first week of April and I need to cancel flights and Airbnb’s ASAP so we have a chance to get our money back.,0.0679,0.058,0.891,0.051
".@CityofVancouver claims it has taken hundreds of actions against illegal Airbnb operations. I asked City of Vancouver for information regarding this actions. The city is asking me to pay them $4,000 to release the information. CC: @bobmackin #vanre #vanpoli #GreyestCity",-0.6124,0.0,0.881,0.119
"Remarkable! #coronavirus will affect the nature of #airbnb listings more than any government regulation. Those who bought #realestate assuming @Airbnb will repay their mortgage will drop out in desperation, leaving mom&amp;pop hosts renting out spare rooms. #tourism #tourismresearch",-0.2003,0.082,0.796,0.123
"Airbnb and all hotels are issuing refunds, why is it taking so long for you guys to act?",0.0,0.0,1.0,0.0
"omg the girls im sharing this airbnb w are also from atx,,, theyre also 21, which means im 21 :,)",0.4215,0.135,0.865,0.0
We are looking into how far in advance we have to cancel our Airbnb for mid April. This is some shit. Don’t forget to wash your hands.,-0.7579,0.0,0.762,0.238
Me too I’m getting 600 credit back as well & it’s dumb bc even Airbnb Gave me FULL refund with the original form of payment but the airline isn’t. I see what side they’re on during this time of crisis,-0.7003,0.109,0.721,0.17
I’m sitting with my airbnb hosts and we are literally just using google translate to converse and it’s SO cute ,0.6987,0.201,0.799,0.0
.@Airbnb thank you so much for understanding this unfortunate world situation. My problem was solved under 3 minutes. Wish other companies could be like you! I am now even more committed to Airbnb! ,0.6785,0.297,0.558,0.144
few things missing rn while i’m high as hell clinton everyone from the SD airbnb more weed the few ppl who weren’t in SD in september,-0.7783,0.0,0.779,0.221
In our case it’s not about a “show being cancelled”. We would have gladly taken a family vacation. It’s about being safe and healthy. We had plans to book at least three additional stays with TurnKey within the next year. Never again.,0.7906,0.178,0.822,0.0
"We need to call out “ mean spiritedness” at this trying time..for sure. I’m still trying to get hold of @Airbnb as I fully refund cancellations in the spirit of things , but seems they won’t take part.",0.25,0.083,0.917,0.0
@Airbnb 100% refunds - Not even 50-50 refunds to share the pain will wipe out the income of hosts whose calendars have been blocked by reservations - there will be hosts who lose their homes because of your policy - please reconsider,-0.5574,0.097,0.73,0.174
The long awaited VidCon London Vlog 2020 is finally there! With a pretty funny Airbnb experience :D ,0.884,0.443,0.51,0.047
Airbnb booked for next week !!! Woooo #holyship reunion ,0.0,0.0,1.0,0.0
someone be my friend and travel with me this summer we can rent a cute little airbnb in a cute little city and have a whole weekend to ourselves just blasting 1d and having a fun time,0.91,0.301,0.699,0.0
Anyone trying to quarantine themselves in an airbnb in NJ starting tomorrow? ,0.0,0.0,1.0,0.0
Might need to fly you to Canada and do some light plumbing. Will airbnb you. Free meals and accommodation. Still cheaper than Mackey,0.5106,0.13,0.87,0.0
listen we didn’t book this emergency airbnb for nothing ,-0.4588,0.0,0.727,0.273
spring:break flight: bought Airbnb: booked corona:virus trip: cancelled class: online for the rest of the fucking semester,-0.25,0.0,0.889,0.111
"Not even a little. I’m pretty sure every Airbnb with a tub to accommodate my 5’9 self in Ottawa, I have stayed in.",0.607,0.216,0.784,0.0
Honestly I haven’t been more disappointed in customer service in my life until @Airbnb I have been ignored by support for FOUR DAYS. Check the picture. @AirbnbHelp I know you are busy but don’t be ghosting us. I feel highly disrespected. This was my first booking. Prob not again.,-0.6636,0.074,0.767,0.159
"Hey #econtwitter, can you help me get the attention of @airbnb_br @Airbnb @AirbnbHelp? It really seems like costumer service is not their forte...",0.6682,0.207,0.793,0.0
"The Airbnb I booked give me a full refund, ya love to see it",0.6369,0.276,0.724,0.0
"@Airbnb why don’t you have a no charge cancellation policy for those of us in Canada with travel restrictions? I don’t want to be out $3000, which would make me never again look at your site.",-0.2263,0.037,0.901,0.062
"Airlines & hotels are proactively trying to help. And they're not the most flexible bunch, especially the airlines. Right now- it's SXSW & Airbnb as the 2 outliers trying to hold people to reservations &amp; keep money. Hoping it's fixed quickly.",0.5599,0.13,0.826,0.044
"Jajajaja, el 4 de abril es mi cumple y hace meses me compré un pasaje para Buenos Aires, iba a viajar desde marzo para pasar mi cumple ahí y estaba emocionadísima, airbnb reservado y todo. Te acompaño en tu dolor, hermana.",0.0,0.0,1.0,0.0
"Quer tristeza esse adiamento do Lolla, aluguei Airbnb, comprei as passagens, ess tava atrás dos looks, de qualquer dólar vou para sp curti umas baladinhas, mas queria Lolla né ! Vida que segue",0.0,0.0,1.0,0.0
Brooklyn Airbnb hotspot,0.0,0.0,1.0,0.0
Visiting Japan? Professor Jay Tee is now providing some Japan Experiences on Airbnb. Most include hypnosis; one has you searching for Ghosts in Kobe! http://www.zapmymind.com/p/visiting-kobe-try-exciting-experience.html,0.0,0.0,1.0,0.0
